

===============================================
2022-12-24 16:57:35

main_parallel.py --warmup 10 --scheduler linear --device 0

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  50.00, T l:  0.7683 | Val e:  50.12 | Test e:  49.39 
| Epoch    1 | Train e:  61.56, T l:  0.6607 | Val e:  62.77 | Test e:  63.99 
| Epoch    2 | Train e:  68.13, T l:  0.6038 | Val e:  63.75 | Test e:  66.42 
| Epoch    3 | Train e:  73.08, T l:  0.5708 | Val e:  69.83 | Test e:  70.56 
| Epoch    4 | Train e:  74.15, T l:  0.5460 | Val e:  70.56 | Test e:  69.59 
| Epoch    5 | Train e:  75.49, T l:  0.5366 | Val e:  70.32 | Test e:  71.78 
| Epoch    6 | Train e:  74.57, T l:  0.5166 | Val e:  70.56 | Test e:  71.78 
| Epoch    7 | Train e:  75.33, T l:  0.5058 | Val e:  69.34 | Test e:  70.80 
| Epoch    8 | Train e:  78.28, T l:  0.4979 | Val e:  72.26 | Test e:  74.21 
| Epoch    9 | Train e:  76.46, T l:  0.4881 | Val e:  70.32 | Test e:  71.29 
| Epoch   10 | Train e:  73.66, T l:  0.4733 | Val e:  66.91 | Test e:  68.61 
| Epoch   11 | Train e:  77.01, T l:  0.4576 | Val e:  72.75 | Test e:  71.78 
| Epoch   12 | Train e:  79.93, T l:  0.4482 | Val e:  74.70 | Test e:  74.45 
| Epoch   13 | Train e:  77.95, T l:  0.4373 | Val e:  71.53 | Test e:  72.99 
| Epoch   14 | Train e:  82.42, T l:  0.4244 | Val e:  77.62 | Test e:  77.86 
| Epoch   15 | Train e:  79.11, T l:  0.4172 | Val e:  74.45 | Test e:  76.16 
| Epoch   16 | Train e:  78.59, T l:  0.4076 | Val e:  72.99 | Test e:  74.21 
| Epoch   17 | Train e:  84.06, T l:  0.4073 | Val e:  79.08 | Test e:  79.32 
| Epoch   18 | Train e:  82.15, T l:  0.3995 | Val e:  78.59 | Test e:  77.37 
| Epoch   19 | Train e:  76.03, T l:  0.3862 | Val e:  68.13 | Test e:  68.37 
| Epoch   20 | Train e:  82.94, T l:  0.3875 | Val e:  74.70 | Test e:  73.97 
| Epoch   21 | Train e:  82.76, T l:  0.3788 | Val e:  79.08 | Test e:  81.75 
