

===============================================
2022-12-24 17:24:54

main_parallel.py --warmup 10 --scheduler linear --device 0

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  58.21, T l:  0.7368 | Val e:  56.45 | Test e:  60.10 
| Epoch    1 | Train e:  62.65, T l:  0.6514 | Val e:  58.64 | Test e:  63.02 
| Epoch    2 | Train e:  67.82, T l:  0.5993 | Val e:  63.75 | Test e:  66.67 
| Epoch    3 | Train e:  71.62, T l:  0.5725 | Val e:  70.32 | Test e:  71.78 
| Epoch    4 | Train e:  73.45, T l:  0.5516 | Val e:  70.80 | Test e:  73.97 
| Epoch    5 | Train e:  75.61, T l:  0.5387 | Val e:  70.56 | Test e:  73.48 
| Epoch    6 | Train e:  74.94, T l:  0.5242 | Val e:  70.56 | Test e:  72.75 
| Epoch    7 | Train e:  75.88, T l:  0.5154 | Val e:  70.80 | Test e:  74.45 
| Epoch    8 | Train e:  77.46, T l:  0.4961 | Val e:  74.70 | Test e:  78.35 
| Epoch    9 | Train e:  74.82, T l:  0.4947 | Val e:  70.56 | Test e:  73.72 
| Epoch   10 | Train e:  78.53, T l:  0.4837 | Val e:  73.97 | Test e:  74.94 
| Epoch   11 | Train e:  76.09, T l:  0.4698 | Val e:  71.78 | Test e:  74.45 
| Epoch   12 | Train e:  79.44, T l:  0.4609 | Val e:  74.21 | Test e:  79.32 
| Epoch   13 | Train e:  81.57, T l:  0.4478 | Val e:  74.70 | Test e:  80.05 
| Epoch   14 | Train e:  80.17, T l:  0.4375 | Val e:  76.40 | Test e:  75.43 
| Epoch   15 | Train e:  82.42, T l:  0.4270 | Val e:  76.64 | Test e:  79.32 
| Epoch   16 | Train e:  83.70, T l:  0.4214 | Val e:  77.62 | Test e:  78.59 
| Epoch   17 | Train e:  78.80, T l:  0.4257 | Val e:  74.70 | Test e:  74.94 
| Epoch   18 | Train e:  83.21, T l:  0.4063 | Val e:  77.86 | Test e:  78.59 
| Epoch   19 | Train e:  81.17, T l:  0.4081 | Val e:  75.67 | Test e:  80.54 
| Epoch   20 | Train e:  83.58, T l:  0.3943 | Val e:  77.62 | Test e:  80.54 
| Epoch   21 | Train e:  82.42, T l:  0.3791 | Val e:  77.62 | Test e:  80.05 
| Epoch   22 | Train e:  82.73, T l:  0.3751 | Val e:  75.91 | Test e:  80.54 
