

===============================================
2022-12-19 12:11:41

main_t.py --warmup 10 --scheduler linear --device 1

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  50.00, T l:  1.0202 | Val e:  50.12 | Test e:  49.39 
| Epoch    1 | Train e:  51.00, T l:  0.7213 | Val e:  50.12 | Test e:  50.85 
| Epoch    2 | Train e:  62.04, T l:  0.6671 | Val e:  62.04 | Test e:  61.80 
| Epoch    3 | Train e:  63.29, T l:  0.6520 | Val e:  62.53 | Test e:  60.10 
| Epoch    4 | Train e:  62.77, T l:  0.6447 | Val e:  60.34 | Test e:  59.37 
| Epoch    5 | Train e:  62.23, T l:  0.6476 | Val e:  61.80 | Test e:  61.56 
| Epoch    6 | Train e:  61.44, T l:  0.6423 | Val e:  57.66 | Test e:  57.66 
| Epoch    7 | Train e:  62.41, T l:  0.6424 | Val e:  61.07 | Test e:  59.12 
| Epoch    8 | Train e:  62.56, T l:  0.6417 | Val e:  59.37 | Test e:  58.39 
| Epoch    9 | Train e:  61.07, T l:  0.6430 | Val e:  57.66 | Test e:  57.42 
| Epoch   10 | Train e:  62.56, T l:  0.6456 | Val e:  61.31 | Test e:  61.07 
| Epoch   11 | Train e:  63.23, T l:  0.6447 | Val e:  61.56 | Test e:  62.04 
| Epoch   12 | Train e:  63.35, T l:  0.6373 | Val e:  59.85 | Test e:  60.58 
| Epoch   13 | Train e:  59.70, T l:  0.6433 | Val e:  56.45 | Test e:  56.20 
| Epoch   14 | Train e:  63.35, T l:  0.6406 | Val e:  61.80 | Test e:  61.56 
| Epoch   15 | Train e:  62.65, T l:  0.6335 | Val e:  58.88 | Test e:  58.15 
| Epoch   16 | Train e:  63.11, T l:  0.6315 | Val e:  61.80 | Test e:  61.56 
| Epoch   17 | Train e:  63.96, T l:  0.6386 | Val e:  62.53 | Test e:  59.12 
| Epoch   18 | Train e:  64.02, T l:  0.6307 | Val e:  62.04 | Test e:  59.61 
| Epoch   19 | Train e:  63.32, T l:  0.6347 | Val e:  62.29 | Test e:  59.37 
| Epoch   20 | Train e:  63.84, T l:  0.6323 | Val e:  61.56 | Test e:  59.12 
| Epoch   21 | Train e:  64.51, T l:  0.6299 | Val e:  61.56 | Test e:  60.83 
| Epoch   22 | Train e:  64.66, T l:  0.6362 | Val e:  63.75 | Test e:  61.07 
