

===============================================
2022-12-19 12:09:32

main_t.py --warmup 10 --scheduler linear --device 1

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  50.46, T l:  0.7845 | Val e:  47.69 | Test e:  50.12 
| Epoch    1 | Train e:  61.37, T l:  0.6917 | Val e:  63.75 | Test e:  63.75 
| Epoch    2 | Train e:  62.47, T l:  0.6643 | Val e:  65.94 | Test e:  60.34 
| Epoch    3 | Train e:  61.95, T l:  0.6465 | Val e:  63.99 | Test e:  57.18 
| Epoch    4 | Train e:  61.53, T l:  0.6499 | Val e:  65.69 | Test e:  63.75 
| Epoch    5 | Train e:  59.49, T l:  0.6440 | Val e:  61.80 | Test e:  63.75 
| Epoch    6 | Train e:  62.23, T l:  0.6490 | Val e:  66.91 | Test e:  58.64 
| Epoch    7 | Train e:  62.62, T l:  0.6464 | Val e:  67.64 | Test e:  61.07 
| Epoch    8 | Train e:  62.44, T l:  0.6444 | Val e:  66.42 | Test e:  64.23 
| Epoch    9 | Train e:  62.07, T l:  0.6436 | Val e:  67.64 | Test e:  63.99 
| Epoch   10 | Train e:  58.42, T l:  0.6488 | Val e:  61.31 | Test e:  61.80 
| Epoch   11 | Train e:  63.17, T l:  0.6544 | Val e:  67.40 | Test e:  59.61 
| Epoch   12 | Train e:  62.53, T l:  0.6400 | Val e:  67.64 | Test e:  59.61 
| Epoch   13 | Train e:  63.81, T l:  0.6371 | Val e:  67.15 | Test e:  61.80 
| Epoch   14 | Train e:  63.72, T l:  0.6380 | Val e:  67.40 | Test e:  59.37 
| Epoch   15 | Train e:  62.96, T l:  0.6385 | Val e:  67.88 | Test e:  64.48 
| Epoch   16 | Train e:  63.32, T l:  0.6336 | Val e:  68.61 | Test e:  60.34 
| Epoch   17 | Train e:  62.80, T l:  0.6402 | Val e:  68.13 | Test e:  59.12 
| Epoch   18 | Train e:  63.29, T l:  0.6329 | Val e:  67.15 | Test e:  64.23 
| Epoch   19 | Train e:  62.44, T l:  0.6353 | Val e:  67.88 | Test e:  65.21 
| Epoch   20 | Train e:  63.72, T l:  0.6357 | Val e:  68.13 | Test e:  60.10 
| Epoch   21 | Train e:  63.56, T l:  0.6281 | Val e:  68.37 | Test e:  59.37 
| Epoch   22 | Train e:  63.72, T l:  0.6300 | Val e:  68.61 | Test e:  61.07 
| Epoch   23 | Train e:  63.87, T l:  0.6311 | Val e:  68.61 | Test e:  60.34 
| Epoch   24 | Train e:  62.41, T l:  0.6398 | Val e:  67.64 | Test e:  64.23 
| Epoch   25 | Train e:  64.08, T l:  0.6297 | Val e:  66.67 | Test e:  58.64 
| Epoch   26 | Train e:  63.66, T l:  0.6305 | Val e:  66.18 | Test e:  58.15 
| Epoch   27 | Train e:  63.69, T l:  0.6343 | Val e:  69.10 | Test e:  63.50 
| Epoch   28 | Train e:  63.63, T l:  0.6280 | Val e:  69.59 | Test e:  61.07 
| Epoch   29 | Train e:  65.18, T l:  0.6304 | Val e:  68.37 | Test e:  59.85 
| Epoch   30 | Train e:  65.33, T l:  0.6267 | Val e:  68.13 | Test e:  60.34 
| Epoch   31 | Train e:  64.14, T l:  0.6247 | Val e:  68.13 | Test e:  59.85 
| Epoch   32 | Train e:  64.08, T l:  0.6295 | Val e:  69.34 | Test e:  63.50 
| Epoch   33 | Train e:  63.59, T l:  0.6288 | Val e:  65.69 | Test e:  59.37 
| Epoch   34 | Train e:  64.99, T l:  0.6256 | Val e:  69.34 | Test e:  63.50 
| Epoch   35 | Train e:  65.15, T l:  0.6280 | Val e:  68.13 | Test e:  60.58 
| Epoch   36 | Train e:  62.65, T l:  0.6270 | Val e:  67.88 | Test e:  64.72 
| Epoch   37 | Train e:  65.18, T l:  0.6266 | Val e:  69.83 | Test e:  63.26 
| Epoch   38 | Train e:  64.39, T l:  0.6182 | Val e:  69.59 | Test e:  63.75 
| Epoch   39 | Train e:  64.90, T l:  0.6244 | Val e:  69.34 | Test e:  62.04 
| Epoch   40 | Train e:  65.02, T l:  0.6241 | Val e:  66.18 | Test e:  60.34 
| Epoch   41 | Train e:  64.51, T l:  0.6213 | Val e:  69.83 | Test e:  62.77 
| Epoch   42 | Train e:  65.45, T l:  0.6166 | Val e:  68.61 | Test e:  63.26 
| Epoch   43 | Train e:  65.30, T l:  0.6198 | Val e:  69.34 | Test e:  62.53 
| Epoch   44 | Train e:  64.81, T l:  0.6144 | Val e:  66.42 | Test e:  57.91 
| Epoch   45 | Train e:  64.90, T l:  0.6133 | Val e:  69.83 | Test e:  62.29 
| Epoch   46 | Train e:  65.51, T l:  0.6143 | Val e:  69.59 | Test e:  63.99 
| Epoch   47 | Train e:  65.12, T l:  0.6073 | Val e:  69.10 | Test e:  61.80 
| Epoch   48 | Train e:  64.75, T l:  0.6110 | Val e:  69.10 | Test e:  64.96 
| Epoch   49 | Train e:  64.51, T l:  0.6231 | Val e:  64.96 | Test e:  59.85 
| Epoch   50 | Train e:  64.69, T l:  0.6143 | Val e:  67.40 | Test e:  61.31 
| Epoch   51 | Train e:  65.05, T l:  0.6076 | Val e:  70.07 | Test e:  62.29 
| Epoch   52 | Train e:  65.24, T l:  0.6124 | Val e:  69.34 | Test e:  63.02 
| Epoch   53 | Train e:  63.08, T l:  0.6224 | Val e:  66.18 | Test e:  64.23 
| Epoch   54 | Train e:  64.75, T l:  0.6108 | Val e:  68.37 | Test e:  63.50 
| Epoch   55 | Train e:  64.60, T l:  0.6141 | Val e:  69.10 | Test e:  63.99 
| Epoch   56 | Train e:  65.36, T l:  0.6086 | Val e:  69.83 | Test e:  64.48 
| Epoch   57 | Train e:  64.57, T l:  0.6083 | Val e:  69.10 | Test e:  64.23 
| Epoch   58 | Train e:  66.09, T l:  0.6084 | Val e:  68.61 | Test e:  62.29 
| Epoch   59 | Train e:  65.45, T l:  0.6089 | Val e:  69.34 | Test e:  63.26 
| Epoch   60 | Train e:  63.50, T l:  0.6112 | Val e:  68.61 | Test e:  66.18 
| Epoch   61 | Train e:  66.30, T l:  0.6095 | Val e:  69.10 | Test e:  63.02 
| Epoch   62 | Train e:  65.60, T l:  0.6067 | Val e:  69.59 | Test e:  63.50 
| Epoch   63 | Train e:  65.88, T l:  0.6019 | Val e:  70.32 | Test e:  63.99 
| Epoch   64 | Train e:  66.61, T l:  0.6047 | Val e:  68.86 | Test e:  64.23 
| Epoch   65 | Train e:  64.42, T l:  0.6062 | Val e:  68.86 | Test e:  65.69 
| Epoch   66 | Train e:  66.21, T l:  0.6039 | Val e:  69.34 | Test e:  62.53 
| Epoch   67 | Train e:  66.15, T l:  0.6002 | Val e:  69.34 | Test e:  63.26 
| Epoch   68 | Train e:  66.03, T l:  0.6051 | Val e:  69.83 | Test e:  62.77 
| Epoch   69 | Train e:  66.36, T l:  0.6030 | Val e:  68.86 | Test e:  62.77 
| Epoch   70 | Train e:  66.58, T l:  0.6015 | Val e:  69.59 | Test e:  64.48 
| Epoch   71 | Train e:  65.18, T l:  0.6012 | Val e:  68.86 | Test e:  64.72 
| Epoch   72 | Train e:  65.60, T l:  0.6047 | Val e:  70.56 | Test e:  64.48 
| Epoch   73 | Train e:  66.09, T l:  0.6034 | Val e:  70.80 | Test e:  63.75 
| Epoch   74 | Train e:  65.88, T l:  0.6039 | Val e:  68.37 | Test e:  61.56 
| Epoch   75 | Train e:  67.31, T l:  0.6049 | Val e:  70.32 | Test e:  65.21 
