

===============================================
2022-12-19 11:29:48

main_g.py --warmup 10 --scheduler linear --device 1

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  50.36, T l:  0.7354 | Val e:  48.42 | Test e:  49.15 
| Epoch    1 | Train e:  52.55, T l:  0.7033 | Val e:  54.26 | Test e:  55.72 
| Epoch    2 | Train e:  61.34, T l:  0.6666 | Val e:  59.12 | Test e:  59.12 
| Epoch    3 | Train e:  68.22, T l:  0.6382 | Val e:  65.21 | Test e:  66.91 
| Epoch    4 | Train e:  71.65, T l:  0.6175 | Val e:  68.61 | Test e:  70.07 
| Epoch    5 | Train e:  72.57, T l:  0.5936 | Val e:  68.86 | Test e:  70.07 
| Epoch    6 | Train e:  74.36, T l:  0.5729 | Val e:  70.07 | Test e:  70.56 
| Epoch    7 | Train e:  72.81, T l:  0.5495 | Val e:  71.53 | Test e:  68.13 
| Epoch    8 | Train e:  76.13, T l:  0.5316 | Val e:  73.72 | Test e:  72.99 
| Epoch    9 | Train e:  76.89, T l:  0.5128 | Val e:  75.43 | Test e:  73.97 
| Epoch   10 | Train e:  77.40, T l:  0.5040 | Val e:  77.86 | Test e:  73.72 
| Epoch   11 | Train e:  79.17, T l:  0.4879 | Val e:  76.89 | Test e:  75.67 
| Epoch   12 | Train e:  80.38, T l:  0.4688 | Val e:  76.40 | Test e:  74.21 
| Epoch   13 | Train e:  76.49, T l:  0.4554 | Val e:  72.99 | Test e:  70.80 
| Epoch   14 | Train e:  70.56, T l:  0.4441 | Val e:  66.18 | Test e:  65.21 
| Epoch   15 | Train e:  80.23, T l:  0.4347 | Val e:  76.89 | Test e:  73.72 
| Epoch   16 | Train e:  82.09, T l:  0.4202 | Val e:  79.32 | Test e:  75.43 
| Epoch   17 | Train e:  78.71, T l:  0.4106 | Val e:  74.94 | Test e:  72.26 
| Epoch   18 | Train e:  82.76, T l:  0.4051 | Val e:  79.08 | Test e:  77.13 
| Epoch   19 | Train e:  76.86, T l:  0.3949 | Val e:  74.21 | Test e:  71.29 
| Epoch   20 | Train e:  82.30, T l:  0.3876 | Val e:  79.32 | Test e:  73.72 
| Epoch   21 | Train e:  83.79, T l:  0.3821 | Val e:  78.59 | Test e:  76.64 
| Epoch   22 | Train e:  81.02, T l:  0.3695 | Val e:  77.37 | Test e:  77.37 
| Epoch   23 | Train e:  83.42, T l:  0.3670 | Val e:  80.05 | Test e:  72.75 
| Epoch   24 | Train e:  85.16, T l:  0.3552 | Val e:  79.56 | Test e:  76.40 
| Epoch   25 | Train e:  86.28, T l:  0.3513 | Val e:  81.75 | Test e:  79.56 
| Epoch   26 | Train e:  83.97, T l:  0.3353 | Val e:  77.86 | Test e:  75.43 
| Epoch   27 | Train e:  80.41, T l:  0.3341 | Val e:  72.02 | Test e:  71.29 
| Epoch   28 | Train e:  85.86, T l:  0.3286 | Val e:  78.59 | Test e:  75.91 
| Epoch   29 | Train e:  86.65, T l:  0.3205 | Val e:  79.32 | Test e:  76.16 
| Epoch   30 | Train e:  87.17, T l:  0.3127 | Val e:  80.78 | Test e:  77.13 
| Epoch   31 | Train e:  87.14, T l:  0.3193 | Val e:  79.81 | Test e:  77.62 
| Epoch   32 | Train e:  88.02, T l:  0.3103 | Val e:  81.27 | Test e:  75.43 
| Epoch   33 | Train e:  88.72, T l:  0.3004 | Val e:  80.54 | Test e:  77.86 
| Epoch   34 | Train e:  87.74, T l:  0.2978 | Val e:  81.02 | Test e:  75.43 
| Epoch   35 | Train e:  89.72, T l:  0.2931 | Val e:  83.21 | Test e:  79.08 
| Epoch   36 | Train e:  89.93, T l:  0.2834 | Val e:  81.51 | Test e:  77.62 
| Epoch   37 | Train e:  89.23, T l:  0.2755 | Val e:  80.78 | Test e:  79.81 
| Epoch   38 | Train e:  88.63, T l:  0.2707 | Val e:  81.02 | Test e:  78.35 
| Epoch   39 | Train e:  90.60, T l:  0.2712 | Val e:  82.73 | Test e:  77.86 
| Epoch   40 | Train e:  89.90, T l:  0.2708 | Val e:  80.54 | Test e:  78.35 
| Epoch   41 | Train e:  90.09, T l:  0.2626 | Val e:  81.51 | Test e:  76.89 
| Epoch   42 | Train e:  91.33, T l:  0.2590 | Val e:  81.51 | Test e:  82.00 
| Epoch   43 | Train e:  91.48, T l:  0.2513 | Val e:  82.97 | Test e:  79.56 
