

===============================================
2022-12-19 11:50:04

main_gnnt.py --warmup 10 --scheduler linear --device 0

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  50.79, T l:  0.6879 | Val e:  45.74 | Test e:  48.18 
| Epoch    1 | Train e:  55.14, T l:  0.6389 | Val e:  57.18 | Test e:  58.15 
| Epoch    2 | Train e:  67.27, T l:  0.5916 | Val e:  64.48 | Test e:  68.86 
| Epoch    3 | Train e:  74.06, T l:  0.5520 | Val e:  70.07 | Test e:  71.05 
| Epoch    4 | Train e:  77.19, T l:  0.5194 | Val e:  75.91 | Test e:  75.91 
| Epoch    5 | Train e:  79.50, T l:  0.4936 | Val e:  74.21 | Test e:  76.16 
| Epoch    6 | Train e:  79.68, T l:  0.4651 | Val e:  77.13 | Test e:  76.89 
| Epoch    7 | Train e:  79.14, T l:  0.4531 | Val e:  76.16 | Test e:  77.13 
| Epoch    8 | Train e:  78.28, T l:  0.4355 | Val e:  73.48 | Test e:  72.99 
| Epoch    9 | Train e:  81.05, T l:  0.4288 | Val e:  76.64 | Test e:  76.40 
| Epoch   10 | Train e:  79.29, T l:  0.4046 | Val e:  73.48 | Test e:  73.24 
| Epoch   11 | Train e:  82.85, T l:  0.4119 | Val e:  81.02 | Test e:  80.78 
| Epoch   12 | Train e:  83.45, T l:  0.3828 | Val e:  77.86 | Test e:  80.54 
| Epoch   13 | Train e:  83.12, T l:  0.3722 | Val e:  79.32 | Test e:  76.89 
| Epoch   14 | Train e:  78.65, T l:  0.3887 | Val e:  73.48 | Test e:  75.18 
| Epoch   15 | Train e:  86.71, T l:  0.3608 | Val e:  82.48 | Test e:  82.24 
| Epoch   16 | Train e:  86.56, T l:  0.3504 | Val e:  78.35 | Test e:  80.05 
| Epoch   17 | Train e:  86.34, T l:  0.3249 | Val e:  81.02 | Test e:  79.08 
| Epoch   18 | Train e:  85.01, T l:  0.3602 | Val e:  77.62 | Test e:  78.10 
| Epoch   19 | Train e:  88.02, T l:  0.3396 | Val e:  79.81 | Test e:  80.54 
| Epoch   20 | Train e:  90.02, T l:  0.2962 | Val e:  82.00 | Test e:  83.45 
| Epoch   21 | Train e:  88.53, T l:  0.2813 | Val e:  80.29 | Test e:  81.02 
| Epoch   22 | Train e:  89.42, T l:  0.2786 | Val e:  82.48 | Test e:  85.16 
| Epoch   23 | Train e:  88.11, T l:  0.2720 | Val e:  78.59 | Test e:  79.56 
| Epoch   24 | Train e:  89.17, T l:  0.2640 | Val e:  81.02 | Test e:  78.59 
| Epoch   25 | Train e:  88.02, T l:  0.2480 | Val e:  80.78 | Test e:  79.32 
| Epoch   26 | Train e:  90.05, T l:  0.2408 | Val e:  79.81 | Test e:  79.08 
| Epoch   27 | Train e:  90.85, T l:  0.2350 | Val e:  81.02 | Test e:  82.48 
| Epoch   28 | Train e:  91.64, T l:  0.2241 | Val e:  78.59 | Test e:  82.48 
| Epoch   29 | Train e:  81.90, T l:  0.2339 | Val e:  72.02 | Test e:  72.51 
| Epoch   30 | Train e:  90.85, T l:  0.2308 | Val e:  80.05 | Test e:  82.73 
| Epoch   31 | Train e:  88.02, T l:  0.2342 | Val e:  79.56 | Test e:  79.32 
| Epoch   32 | Train e:  91.18, T l:  0.2109 | Val e:  81.02 | Test e:  80.05 
| Epoch   33 | Train e:  93.95, T l:  0.1965 | Val e:  81.27 | Test e:  82.73 
| Epoch   34 | Train e:  93.25, T l:  0.1980 | Val e:  80.54 | Test e:  84.18 
| Epoch   35 | Train e:  93.83, T l:  0.1904 | Val e:  82.00 | Test e:  82.97 
| Epoch   36 | Train e:  94.98, T l:  0.1882 | Val e:  81.75 | Test e:  81.27 
| Epoch   37 | Train e:  94.22, T l:  0.1746 | Val e:  79.32 | Test e:  80.54 
| Epoch   38 | Train e:  93.98, T l:  0.1656 | Val e:  79.56 | Test e:  82.00 
| Epoch   39 | Train e:  96.08, T l:  0.1512 | Val e:  80.54 | Test e:  81.75 
| Epoch   40 | Train e:  94.22, T l:  0.1481 | Val e:  80.54 | Test e:  83.94 
| Epoch   41 | Train e:  96.26, T l:  0.1427 | Val e:  80.78 | Test e:  81.27 
| Epoch   42 | Train e:  94.56, T l:  0.1419 | Val e:  79.56 | Test e:  82.73 
| Epoch   43 | Train e:  95.44, T l:  0.1429 | Val e:  80.29 | Test e:  82.73 
| Epoch   44 | Train e:  92.15, T l:  0.1422 | Val e:  80.54 | Test e:  78.83 
| Epoch   45 | Train e:  95.26, T l:  0.1347 | Val e:  81.75 | Test e:  82.24 
| Epoch   46 | Train e:  94.25, T l:  0.1409 | Val e:  79.81 | Test e:  82.24 
| Epoch   47 | Train e:  95.56, T l:  0.1250 | Val e:  79.32 | Test e:  82.48 
| Epoch   48 | Train e:  94.74, T l:  0.1208 | Val e:  80.29 | Test e:  82.48 
| Epoch   49 | Train e:  96.53, T l:  0.1316 | Val e:  82.00 | Test e:  81.51 
| Epoch   50 | Train e:  96.11, T l:  0.1195 | Val e:  80.05 | Test e:  80.54 
| Epoch   51 | Train e:  97.99, T l:  0.1114 | Val e:  84.67 | Test e:  84.18 
| Epoch   52 | Train e:  97.51, T l:  0.0962 | Val e:  81.75 | Test e:  83.45 
| Epoch   53 | Train e:  97.75, T l:  0.0911 | Val e:  80.54 | Test e:  81.27 
| Epoch   54 | Train e:  97.45, T l:  0.0941 | Val e:  82.24 | Test e:  83.70 
| Epoch   55 | Train e:  97.11, T l:  0.1013 | Val e:  82.48 | Test e:  80.78 
| Epoch   56 | Train e:  97.81, T l:  0.0942 | Val e:  80.78 | Test e:  82.73 
| Epoch   57 | Train e:  97.41, T l:  0.0766 | Val e:  83.70 | Test e:  82.48 
| Epoch   58 | Train e:  97.66, T l:  0.0830 | Val e:  82.48 | Test e:  82.00 
| Epoch   59 | Train e:  97.51, T l:  0.0971 | Val e:  81.51 | Test e:  81.51 
| Epoch   60 | Train e:  97.96, T l:  0.0923 | Val e:  80.54 | Test e:  83.70 
| Epoch   61 | Train e:  98.36, T l:  0.0781 | Val e:  80.78 | Test e:  83.21 
| Epoch   62 | Train e:  98.36, T l:  0.0771 | Val e:  81.27 | Test e:  81.51 
| Epoch   63 | Train e:  98.45, T l:  0.0779 | Val e:  82.97 | Test e:  82.97 
