

===============================================
2022-12-19 11:31:30

main_g.py --warmup 10 --scheduler linear --device 1

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  46.59, T l:  0.7012 | Val e:  43.07 | Test e:  49.15 
| Epoch    1 | Train e:  41.21, T l:  0.6832 | Val e:  43.07 | Test e:  39.66 
| Epoch    2 | Train e:  66.21, T l:  0.6572 | Val e:  64.72 | Test e:  66.67 
| Epoch    3 | Train e:  69.53, T l:  0.6319 | Val e:  66.67 | Test e:  67.88 
| Epoch    4 | Train e:  71.38, T l:  0.6093 | Val e:  66.91 | Test e:  70.07 
| Epoch    5 | Train e:  72.84, T l:  0.5865 | Val e:  67.88 | Test e:  71.78 
| Epoch    6 | Train e:  74.51, T l:  0.5693 | Val e:  70.32 | Test e:  71.78 
| Epoch    7 | Train e:  75.55, T l:  0.5471 | Val e:  70.80 | Test e:  72.99 
| Epoch    8 | Train e:  76.25, T l:  0.5309 | Val e:  71.53 | Test e:  74.70 
| Epoch    9 | Train e:  76.86, T l:  0.5170 | Val e:  70.32 | Test e:  74.70 
| Epoch   10 | Train e:  78.77, T l:  0.4981 | Val e:  73.24 | Test e:  75.18 
| Epoch   11 | Train e:  73.08, T l:  0.4799 | Val e:  66.18 | Test e:  72.02 
| Epoch   12 | Train e:  74.09, T l:  0.4725 | Val e:  71.05 | Test e:  71.29 
| Epoch   13 | Train e:  80.08, T l:  0.4566 | Val e:  75.67 | Test e:  76.40 
| Epoch   14 | Train e:  75.67, T l:  0.4461 | Val e:  70.32 | Test e:  72.51 
| Epoch   15 | Train e:  81.72, T l:  0.4388 | Val e:  74.45 | Test e:  78.59 
| Epoch   16 | Train e:  78.92, T l:  0.4147 | Val e:  73.72 | Test e:  72.26 
| Epoch   17 | Train e:  80.50, T l:  0.4131 | Val e:  71.53 | Test e:  77.62 
| Epoch   18 | Train e:  78.92, T l:  0.4007 | Val e:  71.05 | Test e:  72.75 
| Epoch   19 | Train e:  79.65, T l:  0.3949 | Val e:  73.48 | Test e:  71.53 
| Epoch   20 | Train e:  83.94, T l:  0.3914 | Val e:  75.67 | Test e:  79.32 
| Epoch   21 | Train e:  81.90, T l:  0.3820 | Val e:  77.86 | Test e:  75.67 
| Epoch   22 | Train e:  83.06, T l:  0.3692 | Val e:  76.89 | Test e:  73.72 
| Epoch   23 | Train e:  84.79, T l:  0.3694 | Val e:  76.64 | Test e:  77.13 
| Epoch   24 | Train e:  82.00, T l:  0.3614 | Val e:  71.53 | Test e:  78.83 
| Epoch   25 | Train e:  86.44, T l:  0.3515 | Val e:  78.35 | Test e:  79.81 
| Epoch   26 | Train e:  84.31, T l:  0.3390 | Val e:  77.13 | Test e:  78.10 
| Epoch   27 | Train e:  86.77, T l:  0.3364 | Val e:  79.81 | Test e:  79.56 
| Epoch   28 | Train e:  83.73, T l:  0.3279 | Val e:  74.94 | Test e:  78.59 
| Epoch   29 | Train e:  87.01, T l:  0.3248 | Val e:  78.35 | Test e:  77.86 
| Epoch   30 | Train e:  87.26, T l:  0.3152 | Val e:  82.00 | Test e:  76.89 
| Epoch   31 | Train e:  85.61, T l:  0.3154 | Val e:  78.10 | Test e:  78.35 
| Epoch   32 | Train e:  86.47, T l:  0.3016 | Val e:  79.32 | Test e:  76.64 
| Epoch   33 | Train e:  87.47, T l:  0.3096 | Val e:  77.62 | Test e:  77.62 
