

===============================================
2022-12-24 16:51:34

main_parallel.py --warmup 10 --scheduler linear --device 0

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  50.36, T l:  0.7881 | Val e:  48.42 | Test e:  49.15 
| Epoch    1 | Train e:  53.68, T l:  0.6787 | Val e:  51.09 | Test e:  52.55 
| Epoch    2 | Train e:  67.85, T l:  0.6117 | Val e:  66.67 | Test e:  68.86 
| Epoch    3 | Train e:  70.23, T l:  0.5786 | Val e:  68.86 | Test e:  70.56 
| Epoch    4 | Train e:  72.51, T l:  0.5598 | Val e:  71.29 | Test e:  70.56 
| Epoch    5 | Train e:  75.06, T l:  0.5433 | Val e:  75.67 | Test e:  74.21 
| Epoch    6 | Train e:  73.84, T l:  0.5232 | Val e:  76.16 | Test e:  73.48 
| Epoch    7 | Train e:  77.74, T l:  0.5079 | Val e:  75.67 | Test e:  75.18 
| Epoch    8 | Train e:  74.51, T l:  0.4991 | Val e:  69.59 | Test e:  72.02 
| Epoch    9 | Train e:  78.83, T l:  0.4780 | Val e:  78.35 | Test e:  77.86 
| Epoch   10 | Train e:  79.05, T l:  0.4693 | Val e:  79.56 | Test e:  76.40 
| Epoch   11 | Train e:  80.96, T l:  0.4594 | Val e:  80.54 | Test e:  76.64 
| Epoch   12 | Train e:  79.01, T l:  0.4459 | Val e:  78.59 | Test e:  77.86 
| Epoch   13 | Train e:  79.96, T l:  0.4429 | Val e:  80.05 | Test e:  78.83 
| Epoch   14 | Train e:  80.38, T l:  0.4295 | Val e:  81.02 | Test e:  79.32 
| Epoch   15 | Train e:  79.35, T l:  0.4199 | Val e:  79.32 | Test e:  76.40 
| Epoch   16 | Train e:  81.87, T l:  0.3991 | Val e:  79.08 | Test e:  77.13 
| Epoch   17 | Train e:  83.30, T l:  0.4035 | Val e:  80.29 | Test e:  78.83 
| Epoch   18 | Train e:  75.76, T l:  0.4038 | Val e:  70.80 | Test e:  72.51 
| Epoch   19 | Train e:  83.52, T l:  0.3889 | Val e:  81.27 | Test e:  78.59 
| Epoch   20 | Train e:  81.42, T l:  0.3823 | Val e:  79.32 | Test e:  77.37 
| Epoch   21 | Train e:  84.34, T l:  0.3789 | Val e:  80.54 | Test e:  78.35 
| Epoch   22 | Train e:  81.81, T l:  0.3664 | Val e:  80.54 | Test e:  79.08 
| Epoch   23 | Train e:  83.24, T l:  0.3595 | Val e:  80.54 | Test e:  78.59 
| Epoch   24 | Train e:  75.67, T l:  0.3548 | Val e:  69.10 | Test e:  69.34 
| Epoch   25 | Train e:  81.05, T l:  0.3513 | Val e:  80.78 | Test e:  78.10 
| Epoch   26 | Train e:  83.91, T l:  0.3380 | Val e:  81.27 | Test e:  78.83 
| Epoch   27 | Train e:  85.16, T l:  0.3340 | Val e:  78.83 | Test e:  80.54 
| Epoch   28 | Train e:  82.24, T l:  0.3285 | Val e:  81.27 | Test e:  77.62 
| Epoch   29 | Train e:  86.10, T l:  0.3198 | Val e:  78.59 | Test e:  81.51 
