

===============================================
2022-12-24 16:54:36

main_parallel.py --warmup 10 --scheduler linear --device 0

None

dataset: NCI1
use_node_attr: False
pre_transform: None
transform: None
clean_cache: False
use_public_splits: True
use_val: True
use_val_loss: True
same_best_epoch: False
early_stop: False
epochs: 100
scheduler: linear
warmup: 10
batch_size: 128
lr: 0.0001
weight_decay: 0.0001
clustering: True
tlayer_dropout: 0.1
seeds: 12344
save_state: False



| Epoch    0 | Train e:  54.01, T l:  0.6970 | Val e:  52.55 | Test e:  54.01 
| Epoch    1 | Train e:  57.51, T l:  0.6537 | Val e:  57.42 | Test e:  56.20 
| Epoch    2 | Train e:  66.85, T l:  0.6081 | Val e:  63.26 | Test e:  66.18 
| Epoch    3 | Train e:  70.74, T l:  0.5756 | Val e:  69.34 | Test e:  69.83 
| Epoch    4 | Train e:  73.78, T l:  0.5580 | Val e:  73.97 | Test e:  73.97 
| Epoch    5 | Train e:  75.85, T l:  0.5352 | Val e:  75.43 | Test e:  73.48 
| Epoch    6 | Train e:  76.09, T l:  0.5269 | Val e:  76.16 | Test e:  73.48 
| Epoch    7 | Train e:  77.22, T l:  0.5089 | Val e:  75.18 | Test e:  74.70 
| Epoch    8 | Train e:  73.66, T l:  0.4972 | Val e:  74.94 | Test e:  75.18 
| Epoch    9 | Train e:  72.48, T l:  0.4836 | Val e:  73.72 | Test e:  75.67 
| Epoch   10 | Train e:  78.98, T l:  0.4753 | Val e:  76.40 | Test e:  76.40 
| Epoch   11 | Train e:  78.53, T l:  0.4613 | Val e:  77.37 | Test e:  79.81 
| Epoch   12 | Train e:  76.67, T l:  0.4555 | Val e:  76.16 | Test e:  73.97 
| Epoch   13 | Train e:  80.69, T l:  0.4401 | Val e:  77.37 | Test e:  78.35 
| Epoch   14 | Train e:  76.06, T l:  0.4336 | Val e:  73.48 | Test e:  76.16 
| Epoch   15 | Train e:  82.12, T l:  0.4237 | Val e:  78.10 | Test e:  79.56 
| Epoch   16 | Train e:  81.17, T l:  0.4066 | Val e:  75.67 | Test e:  76.64 
| Epoch   17 | Train e:  81.63, T l:  0.4084 | Val e:  78.10 | Test e:  80.78 
| Epoch   18 | Train e:  82.51, T l:  0.3925 | Val e:  79.32 | Test e:  81.51 
| Epoch   19 | Train e:  75.21, T l:  0.3853 | Val e:  72.99 | Test e:  74.70 
| Epoch   20 | Train e:  84.15, T l:  0.3869 | Val e:  80.29 | Test e:  80.78 
| Epoch   21 | Train e:  83.61, T l:  0.3698 | Val e:  79.32 | Test e:  80.29 
| Epoch   22 | Train e:  86.44, T l:  0.3633 | Val e:  81.02 | Test e:  80.78 
| Epoch   23 | Train e:  84.46, T l:  0.3667 | Val e:  80.54 | Test e:  80.05 
| Epoch   24 | Train e:  85.74, T l:  0.3693 | Val e:  79.08 | Test e:  80.54 
| Epoch   25 | Train e:  77.28, T l:  0.3470 | Val e:  71.29 | Test e:  73.72 
| Epoch   26 | Train e:  83.70, T l:  0.3379 | Val e:  79.08 | Test e:  77.86 
| Epoch   27 | Train e:  87.35, T l:  0.3330 | Val e:  81.75 | Test e:  80.78 
| Epoch   28 | Train e:  87.29, T l:  0.3346 | Val e:  81.51 | Test e:  82.00 
| Epoch   29 | Train e:  87.17, T l:  0.3243 | Val e:  81.51 | Test e:  83.45 
| Epoch   30 | Train e:  87.99, T l:  0.3162 | Val e:  80.29 | Test e:  80.78 
| Epoch   31 | Train e:  87.01, T l:  0.2987 | Val e:  80.29 | Test e:  79.56 
| Epoch   32 | Train e:  88.17, T l:  0.2960 | Val e:  81.51 | Test e:  82.24 
| Epoch   33 | Train e:  85.40, T l:  0.2922 | Val e:  78.59 | Test e:  79.08 
| Epoch   34 | Train e:  86.25, T l:  0.2883 | Val e:  79.56 | Test e:  77.13 
| Epoch   35 | Train e:  88.84, T l:  0.2887 | Val e:  80.78 | Test e:  84.67 
| Epoch   36 | Train e:  87.17, T l:  0.2712 | Val e:  79.32 | Test e:  82.24 
| Epoch   37 | Train e:  90.24, T l:  0.2621 | Val e:  81.02 | Test e:  83.70 
| Epoch   38 | Train e:  88.84, T l:  0.2684 | Val e:  80.29 | Test e:  81.27 
| Epoch   39 | Train e:  89.54, T l:  0.2674 | Val e:  80.54 | Test e:  80.05 
| Epoch   40 | Train e:  89.84, T l:  0.2601 | Val e:  81.27 | Test e:  82.73 
